record_id,cohort_quarter,location_id,education_level,field_of_study,target_occupation_id,skills,is_synthetic
DEMO-0143,2025-Q2,atlanta,Bachelor's (completed),Computer Science,ml_engineer,AWS;Docker;Git;Kubernetes;MLOps;NLP;REST APIs;SQL;Spark;Statistics,yes
DEMO-0144,2026-Q1,seattle,Bachelor's (completed),Computer Science,systems_analyst,Agile / Scrum;GCP;Java;Machine Learning;Problem Solving;Project Management;SQL;Stakeholder Management;System Design,yes
DEMO-0145,2026-Q2,chicago,Bachelor's (in progress),Data Science / Analytics,cloud_engineer,Azure;CI/CD;Cybersecurity;Docker;Excel;Kubernetes;Networking;System Design,yes
DEMO-0146,2025-Q2,chicago,Bachelor's (in progress),Business / Finance,data_scientist,A/B Testing;Communication;Data Visualization;Git;NLP;Python;Spark;Statistics,yes
DEMO-0147,2026-Q1,new_york,Bachelor's (completed),Data Science / Analytics,data_analyst,A/B Testing;Business Acumen;Communication;Data Visualization;Excel;GCP;Problem Solving;R;SQL;Statistics;Testing / QA Automation,yes
DEMO-0148,2025-Q2,chicago,Master's (in progress),Computer Science,software_engineer,AWS;CI/CD;Docker;Git;HTML/CSS;Java;JavaScript;Python;Statistics;Testing / QA Automation,yes
DEMO-0149,2025-Q1,chicago,Master's (in progress),Business / Finance,web_developer,Agile / Scrum;Git;JavaScript;Problem Solving;REST APIs;React;SQL;Testing / QA Automation,yes
DEMO-0150,2026-Q2,chicago,Master's (completed),Data Science / Analytics,data_engineer,AWS;Airflow;CI/CD;Communication;Data Modeling;Financial Modeling;Java;Kafka;Kubernetes;Linux;NoSQL Databases;Risk & Compliance;SQL,yes
DEMO-0151,2026-Q2,chicago,Doctorate,Data Science / Analytics,ml_engineer,AWS;CI/CD;Git;Kubernetes;Linux;MLOps;Machine Learning;Problem Solving;REST APIs;Spark;System Design,yes
DEMO-0152,2025-Q1,chicago,Master's (in progress),Computer Science,software_engineer,AWS;C++;Docker;Git;Python;REST APIs;SQL;Tableau;Testing / QA Automation,yes
DEMO-0153,2026-Q2,chicago,Bachelor's (completed),Other,data_scientist,Communication;Data Modeling;Data Visualization;Deep Learning;Git;MLOps;Machine Learning;Problem Solving;Python;R;SQL;Statistics,yes
DEMO-0154,2025-Q2,new_york,Bachelor's (in progress),Engineering,data_analyst,A/B Testing;CI/CD;Data Modeling;Excel;Financial Modeling;Linux;Problem Solving;R;REST APIs;SQL;Statistics,yes
DEMO-0155,2026-Q1,chicago,Bachelor's (in progress),Information Systems,data_scientist,AWS;Communication;Data Visualization;Deep Learning;Git;Kafka;Machine Learning;NLP;Python;R;SQL;Spark;Statistics;Testing / QA Automation,yes
DEMO-0156,2026-Q2,chicago,Master's (in progress),Data Science / Analytics,data_engineer,Agile / Scrum;Airflow;Communication;Data Modeling;Docker;ETL / Data Pipelines;Git;Java;Kafka;Python;SQL;Spark;Terraform,yes
DEMO-0157,2025-Q2,austin,Master's (completed),Information Systems,web_developer,AWS;Communication;GCP;Git;JavaScript;Linux;NoSQL Databases;React;Terraform;Testing / QA Automation,yes
DEMO-0158,2026-Q2,chicago,Master's (in progress),Computer Science,data_analyst,A/B Testing;Business Acumen;Communication;Excel;Power BI;Problem Solving;SQL;Stakeholder Management;Statistics;Tableau,yes
DEMO-0159,2025-Q3,chicago,Master's (completed),Data Science / Analytics,data_scientist,AWS;Airflow;Cybersecurity;Data Visualization;NLP;Problem Solving;REST APIs;SQL;Spark;Statistics,yes
DEMO-0160,2025-Q4,chicago,Bachelor's (in progress),Information Systems,software_engineer,AWS;Agile / Scrum;C++;CI/CD;Git;Java;JavaScript;Python;REST APIs;SQL;System Design;Testing / QA Automation,yes
DEMO-0161,2026-Q2,chicago,Master's (in progress),Computer Science,devops_engineer,AWS;CI/CD;Docker;Git;Linux;Networking;Terraform;Testing / QA Automation,yes
DEMO-0162,2025-Q3,chicago,Master's (completed),Data Science / Analytics,data_engineer,Agile / Scrum;Azure;Communication;Docker;ETL / Data Pipelines;Git;Java;Kafka;NoSQL Databases;Python;Risk & Compliance;Spark;Stakeholder Management;Tableau;Terraform,yes
DEMO-0163,2025-Q4,chicago,Doctorate,Mathematics / Statistics,software_engineer,AWS;CI/CD;Communication;Excel;JavaScript;Machine Learning;Problem Solving;Python;SQL;System Design;Terraform,yes
DEMO-0164,2025-Q4,san_francisco,Bachelor's (completed),Computer Science,data_analyst,Communication;Excel;Problem Solving;Project Management;R;SQL;Stakeholder Management,yes
DEMO-0165,2025-Q3,boston,Bachelor's (completed),Information Systems,software_engineer,AWS;Agile / Scrum;Airflow;CI/CD;Communication;Cybersecurity;Git;Java;Problem Solving;SQL;System Design;Terraform,yes
DEMO-0166,2025-Q3,boston,Bachelor's (completed),Business / Finance,software_engineer,A/B Testing;AWS;CI/CD;Docker;Git;Java;Problem Solving;Python;REST APIs;System Design,yes
DEMO-0167,2026-Q2,chicago,Master's (completed),Computer Science,software_engineer,Agile / Scrum;C++;Communication;Docker;Financial Modeling;Git;JavaScript;Problem Solving;Python;REST APIs;SQL,yes
DEMO-0168,2025-Q4,chicago,Master's (in progress),Data Science / Analytics,systems_analyst,Business Acumen;Communication;Data Modeling;Data Visualization;Python;System Design,yes
DEMO-0169,2025-Q4,atlanta,Master's (in progress),Business / Finance,data_analyst,A/B Testing;Agile / Scrum;Communication;Data Visualization;Excel;Power BI;SQL;Statistics;Tableau,yes
DEMO-0170,2025-Q2,chicago,Master's (in progress),Engineering,data_scientist,A/B Testing;Communication;Data Visualization;Deep Learning;Git;Machine Learning;Problem Solving;Spark;Stakeholder Management;Statistics,yes
DEMO-0171,2026-Q2,chicago,Master's (in progress),Data Science / Analytics,software_engineer,AWS;C++;CI/CD;Docker;Financial Modeling;Git;Machine Learning;Problem Solving;SQL,yes
DEMO-0172,2025-Q1,boston,Master's (completed),Computer Science,data_engineer,Airflow;Azure;Communication;Data Modeling;ETL / Data Pipelines;Git;MLOps;NoSQL Databases;Python;SQL,yes
DEMO-0173,2026-Q1,austin,Bachelor's (in progress),Computer Science,data_scientist,A/B Testing;AWS;Docker;Machine Learning;NLP;Problem Solving;R;Spark;Statistics,yes
DEMO-0174,2026-Q1,chicago,Bachelor's (completed),Computer Science,data_scientist,Communication;Git;Machine Learning;Python;R;SQL;Spark;Statistics;System Design,yes
DEMO-0175,2025-Q2,new_york,Bachelor's (in progress),Information Systems,software_engineer,AWS;C++;Communication;Git;HTML/CSS;JavaScript;Kafka;Linux;Networking;NoSQL Databases;Problem Solving;Python;Testing / QA Automation,yes
DEMO-0176,2025-Q1,boston,Bachelor's (completed),Computer Science,data_scientist,AWS;Machine Learning;NLP;Power BI;R;Statistics,yes
DEMO-0177,2026-Q1,chicago,Master's (completed),Computer Science,cloud_engineer,AWS;Azure;Git;Kafka;Linux;Networking;Power BI;Python;System Design;Terraform,yes
DEMO-0178,2025-Q3,chicago,Master's (in progress),Business / Finance,data_scientist,Communication;Git;Linux;Python;R;SQL;Statistics,yes
DEMO-0179,2025-Q1,san_francisco,Bachelor's (in progress),Computer Science,data_scientist,AWS;Data Visualization;Deep Learning;Kubernetes;Machine Learning;NLP;Problem Solving;SQL;Spark;Statistics,yes
DEMO-0180,2026-Q2,dallas,Master's (in progress),Computer Science,cloud_engineer,AWS;Azure;CI/CD;Cybersecurity;Data Visualization;Docker;GCP;Git;Kubernetes;Linux;MLOps;Python;Terraform,yes
DEMO-0181,2026-Q1,chicago,Bachelor's (completed),Business / Finance,data_engineer,AWS;CI/CD;Communication;ETL / Data Pipelines;Kafka;Linux;NoSQL Databases;Python;SQL,yes
DEMO-0182,2025-Q4,new_york,Master's (completed),Data Science / Analytics,software_engineer,Agile / Scrum;C++;Git;Java;JavaScript;Problem Solving;Python;REST APIs;SQL;Terraform;Testing / QA Automation,yes
DEMO-0183,2026-Q1,dallas,Master's (in progress),Data Science / Analytics,data_scientist,A/B Testing;Data Visualization;Git;NLP;R;React;SQL,yes
DEMO-0184,2025-Q2,chicago,Bachelor's (completed),Data Science / Analytics,qa_engineer,Agile / Scrum;Communication;Data Visualization;Git;Java;Kubernetes;Power BI;Python;REST APIs;SQL;Testing / QA Automation,yes
DEMO-0185,2026-Q1,austin,Master's (in progress),Information Systems,cloud_engineer,Azure;Business Acumen;CI/CD;Docker;GCP;Git;Kubernetes;Terraform,yes
DEMO-0186,2025-Q1,new_york,Master's (in progress),Information Systems,data_scientist,Agile / Scrum;Communication;Data Visualization;Deep Learning;NLP;Python;R;SQL;Spark;Statistics,yes
DEMO-0187,2026-Q1,seattle,Bachelor's (completed),Mathematics / Statistics,data_scientist,Communication;Data Visualization;ETL / Data Pipelines;GCP;Kafka;Machine Learning;Problem Solving;Python;R;SQL,yes
DEMO-0188,2025-Q4,austin,Master's (in progress),Computer Science,data_scientist,Machine Learning;NoSQL Databases;Python;Risk & Compliance;SQL;Statistics;Tableau,yes
DEMO-0189,2025-Q3,chicago,Master's (completed),Engineering,devops_engineer,Azure;CI/CD;Cybersecurity;Docker;Git;Kafka;Linux;Problem Solving;Python;React;Terraform,yes
DEMO-0190,2026-Q2,atlanta,Master's (completed),Information Systems,software_engineer,C++;Communication;Git;Java;JavaScript;Kubernetes;Problem Solving;Python;REST APIs;Spark;System Design;Testing / QA Automation,yes
DEMO-0191,2025-Q3,chicago,Master's (in progress),Data Science / Analytics,data_analyst,A/B Testing;Business Acumen;Data Modeling;Data Visualization;Excel;Java;Power BI;Problem Solving;Statistics;Tableau;Terraform,yes
DEMO-0192,2026-Q1,boston,Master's (in progress),Business / Finance,data_scientist,A/B Testing;C++;Communication;Data Visualization;GCP;Git;Machine Learning;NLP;Python;R;SQL;Spark;Statistics,yes
DEMO-0193,2025-Q2,chicago,Bachelor's (in progress),Computer Science,qa_engineer,CI/CD;Git;Java;JavaScript;MLOps;Problem Solving;Python;REST APIs,yes
DEMO-0194,2025-Q3,chicago,Master's (in progress),Engineering,web_developer,Agile / Scrum;Git;HTML/CSS;Kafka;REST APIs;React;SQL;Testing / QA Automation,yes
DEMO-0195,2025-Q4,chicago,Master's (in progress),Business / Finance,data_analyst,A/B Testing;Business Acumen;Excel;MLOps;Power BI;R;SQL;Stakeholder Management;Statistics,yes
DEMO-0196,2025-Q3,chicago,Bachelor's (in progress),Information Systems,ml_engineer,C++;CI/CD;Deep Learning;Linux;MLOps;Machine Learning;REST APIs;SQL;Spark;System Design,yes
DEMO-0197,2026-Q2,new_york,Master's (in progress),Business / Finance,data_scientist,A/B Testing;Deep Learning;Machine Learning;NLP;Python;R;Risk & Compliance;SQL;Statistics,yes
DEMO-0198,2025-Q4,dallas,Master's (completed),Information Systems,data_engineer,A/B Testing;AWS;Airflow;Azure;Data Modeling;ETL / Data Pipelines;Git;Kafka;Linux;NLP;SQL;Spark,yes
DEMO-0199,2025-Q2,boston,Master's (in progress),Business / Finance,security_analyst,Communication;Cybersecurity;Git;Networking;Problem Solving;Python;R;Statistics,yes
DEMO-0200,2025-Q2,chicago,Master's (in progress),Business / Finance,data_scientist,A/B Testing;AWS;Communication;Data Visualization;Deep Learning;Machine Learning;Problem Solving;Python;R;Spark;Statistics,yes
DEMO-0201,2025-Q4,chicago,Doctorate,Computer Science,data_scientist,A/B Testing;Communication;Data Visualization;Git;Linux;Machine Learning;NLP;Networking;Problem Solving;Python;R;Spark;Statistics,yes
DEMO-0202,2026-Q1,seattle,Bachelor's (completed),Computer Science,data_analyst,A/B Testing;Business Acumen;CI/CD;Data Modeling;Data Visualization;Excel;Problem Solving;R;SQL;Stakeholder Management;Tableau,yes
DEMO-0203,2025-Q3,seattle,Master's (in progress),Business / Finance,data_analyst,Business Acumen;Data Visualization;Excel;Kafka;Power BI;Problem Solving;Python;Statistics,yes
DEMO-0204,2025-Q2,dallas,Bachelor's (completed),Data Science / Analytics,data_scientist,A/B Testing;Data Visualization;Git;NLP;Problem Solving;R;React,yes
DEMO-0205,2026-Q2,boston,Bachelor's (in progress),Computer Science,ml_engineer,AWS;Deep Learning;Git;Linux;MLOps;Machine Learning;Problem Solving;Python;REST APIs;SQL;Statistics;Tableau,yes
DEMO-0206,2025-Q3,chicago,Master's (in progress),Computer Science,data_scientist,A/B Testing;Communication;Data Visualization;Kubernetes;Machine Learning;Problem Solving;Python;R;Spark;Statistics,yes
DEMO-0207,2026-Q2,dallas,Bachelor's (completed),Data Science / Analytics,data_engineer,CI/CD;Data Modeling;Docker;ETL / Data Pipelines;Git;Spark;Terraform,yes
DEMO-0208,2025-Q2,chicago,Master's (in progress),Business / Finance,data_engineer,Airflow;Communication;Data Modeling;Docker;ETL / Data Pipelines;Git;Java;Kafka;Kubernetes;Linux;NoSQL Databases;REST APIs;SQL;Spark,yes
DEMO-0209,2025-Q3,chicago,Master's (completed),Engineering,data_scientist,A/B Testing;AWS;Data Visualization;Deep Learning;Docker;Git;Java;Machine Learning;Problem Solving;Python;R;Spark;Statistics,yes
DEMO-0210,2025-Q3,seattle,Bachelor's (in progress),Business / Finance,ml_engineer,AWS;CI/CD;Deep Learning;Docker;GCP;Git;MLOps;Python;SQL;System Design,yes
DEMO-0211,2025-Q3,chicago,Master's (in progress),Computer Science,devops_engineer,Communication;Cybersecurity;Docker;Linux;R;React;Terraform,yes
DEMO-0212,2026-Q1,new_york,Master's (in progress),Engineering,statistician,A/B Testing;Business Acumen;Data Visualization;Financial Modeling;MLOps;Machine Learning;Problem Solving;Project Management;Python;SQL,yes
DEMO-0213,2025-Q4,boston,Bachelor's (in progress),Data Science / Analytics,data_analyst,A/B Testing;AWS;Data Modeling;Data Visualization;Excel;Power BI;Problem Solving;Python;R;SQL;Stakeholder Management;Statistics;Tableau,yes
DEMO-0214,2026-Q2,boston,Bachelor's (completed),Data Science / Analytics,qa_engineer,A/B Testing;Agile / Scrum;CI/CD;Docker;JavaScript;Problem Solving;Python;SQL;Terraform;Testing / QA Automation,yes
DEMO-0215,2025-Q3,chicago,Master's (in progress),Mathematics / Statistics,cloud_engineer,AWS;Azure;GCP;Git;Spark;System Design;Terraform,yes
DEMO-0216,2025-Q1,chicago,Master's (in progress),Data Science / Analytics,data_engineer,Agile / Scrum;Airflow;CI/CD;Communication;Data Modeling;ETL / Data Pipelines;SQL;Spark,yes
DEMO-0217,2025-Q3,seattle,Bachelor's (in progress),Data Science / Analytics,data_analyst,Communication;Data Modeling;Data Visualization;Excel;JavaScript;MLOps;SQL;Stakeholder Management;Tableau,yes
DEMO-0218,2026-Q2,atlanta,Bachelor's (completed),Information Systems,ml_engineer,Deep Learning;GCP;Git;Linux;MLOps;Machine Learning;NLP;Python;React;SQL;Spark;Statistics,yes
DEMO-0219,2026-Q2,seattle,Master's (in progress),Information Systems,data_analyst,AWS;Data Modeling;Data Visualization;Power BI;Python;SQL;Spark;Stakeholder Management;Tableau,yes
DEMO-0220,2025-Q4,washington_dc,Master's (in progress),Computer Science,data_scientist,A/B Testing;Deep Learning;ETL / Data Pipelines;Git;Machine Learning;Problem Solving;Python;R;SQL;Spark;Statistics;System Design,yes
DEMO-0221,2026-Q2,chicago,Master's (in progress),Business / Finance,project_manager,AWS;Agile / Scrum;Business Acumen;Communication;Excel;Problem Solving;Python;Stakeholder Management;System Design,yes
DEMO-0222,2026-Q2,new_york,Master's (in progress),Computer Science,data_scientist,Communication;Git;Machine Learning;NLP;NoSQL Databases;Problem Solving;Python;SQL;Spark;Statistics,yes
DEMO-0223,2026-Q1,chicago,Master's (in progress),Information Systems,systems_analyst,Agile / Scrum;Business Acumen;CI/CD;Communication;Excel;Problem Solving;Project Management;SQL;Stakeholder Management;System Design;Testing / QA Automation,yes
DEMO-0224,2025-Q1,atlanta,Doctorate,Computer Science,data_engineer,AWS;Airflow;CI/CD;Communication;Data Modeling;Data Visualization;ETL / Data Pipelines;Git;Kafka;NoSQL Databases;Spark;Stakeholder Management,yes
DEMO-0225,2026-Q1,chicago,Master's (in progress),Computer Science,data_analyst,A/B Testing;Airflow;Business Acumen;Communication;Data Visualization;Excel;Problem Solving;Python;R;SQL;Statistics;Tableau,yes
DEMO-0226,2026-Q2,austin,Bachelor's (in progress),Data Science / Analytics,data_engineer,AWS;Azure;Data Modeling;Git;Java;Kafka;Linux;NLP;Python;Spark;Terraform,yes
DEMO-0227,2025-Q2,chicago,Master's (in progress),Information Systems,web_developer,Agile / Scrum;Git;HTML/CSS;Java;JavaScript;NLP;Problem Solving;REST APIs;React;SQL,yes
DEMO-0228,2026-Q2,chicago,Bachelor's (completed),Business / Finance,ml_engineer,A/B Testing;AWS;Deep Learning;GCP;Git;Kubernetes;Linux;Machine Learning;Python;REST APIs;SQL;Spark;Stakeholder Management;Statistics,yes
DEMO-0229,2025-Q3,austin,Bachelor's (completed),Engineering,software_engineer,Agile / Scrum;Airflow;C++;Git;Machine Learning;NoSQL Databases;Problem Solving;Python;REST APIs;SQL;Testing / QA Automation,yes
DEMO-0230,2025-Q3,chicago,Master's (in progress),Computer Science,ml_engineer,Agile / Scrum;Docker;GCP;Git;Kubernetes;Machine Learning;Python;Statistics;Testing / QA Automation,yes
DEMO-0231,2025-Q4,austin,Master's (completed),Engineering,financial_analyst,Business Acumen;C++;Cybersecurity;Excel;Financial Modeling;Java;Power BI;Python;Stakeholder Management;Tableau,yes
DEMO-0232,2025-Q2,chicago,Bachelor's (completed),Data Science / Analytics,cloud_engineer,AWS;Azure;CI/CD;Docker;Git;Java;Linux;Python;Stakeholder Management,yes
DEMO-0233,2026-Q1,atlanta,Bachelor's (in progress),Data Science / Analytics,data_engineer,AWS;Airflow;Azure;Communication;Data Modeling;ETL / Data Pipelines;Java;Kafka;Linux;Power BI;Python;SQL,yes
DEMO-0234,2025-Q1,seattle,Master's (completed),Data Science / Analytics,software_engineer,Agile / Scrum;C++;CI/CD;HTML/CSS;JavaScript;NoSQL Databases;REST APIs;System Design;Tableau;Testing / QA Automation,yes
DEMO-0235,2026-Q2,new_york,Master's (in progress),Engineering,data_analyst,A/B Testing;Business Acumen;Communication;Data Modeling;Data Visualization;Excel;Problem Solving;Python;React;SQL;Stakeholder Management;Tableau,yes
DEMO-0236,2025-Q2,dallas,Master's (in progress),Information Systems,ml_engineer,AWS;Deep Learning;Docker;GCP;Git;MLOps;Machine Learning;Python;REST APIs;SQL;Spark;System Design;Testing / QA Automation,yes
DEMO-0237,2025-Q4,chicago,Master's (in progress),Data Science / Analytics,ml_engineer,CI/CD;Docker;GCP;Kubernetes;Linux;MLOps;Machine Learning;Networking;R;SQL,yes
DEMO-0238,2025-Q2,washington_dc,Bachelor's (in progress),Information Systems,database_admin,Airflow;Kubernetes;REST APIs;SQL,yes
DEMO-0239,2026-Q2,chicago,Bachelor's (in progress),Computer Science,data_analyst,A/B Testing;Business Acumen;Communication;Cybersecurity;Data Modeling;Data Visualization;Excel;Git;Power BI;Problem Solving;Python;SQL;Statistics;System Design,yes
DEMO-0240,2026-Q1,chicago,Master's (in progress),Data Science / Analytics,software_engineer,AWS;Agile / Scrum;C++;CI/CD;Excel;GCP;Git;Java;JavaScript;Linux;Project Management;SQL;System Design;Testing / QA Automation,yes
DEMO-0241,2026-Q2,dallas,Bachelor's (in progress),Data Science / Analytics,ml_engineer,Airflow;CI/CD;Deep Learning;Docker;GCP;JavaScript;MLOps;Machine Learning;NLP;Python;Spark;Statistics,yes
DEMO-0242,2026-Q2,austin,Bachelor's (completed),Computer Science,ml_engineer,Azure;Business Acumen;Communication;Docker;GCP;Git;Kubernetes;MLOps;Machine Learning;Project Management;Python;REST APIs;Spark,yes
DEMO-0243,2025-Q3,washington_dc,Bachelor's (in progress),Data Science / Analytics,web_developer,Business Acumen;Cybersecurity;Git;HTML/CSS;JavaScript;Problem Solving;REST APIs;React;SQL;Testing / QA Automation,yes
DEMO-0244,2026-Q2,san_francisco,Master's (in progress),Computer Science,devops_engineer,Azure;CI/CD;Cybersecurity;Docker;Git;Kubernetes;Linux;Networking;Python;Tableau;Terraform,yes
DEMO-0245,2026-Q2,seattle,Master's (in progress),Engineering,data_analyst,Data Modeling;Data Visualization;Excel;Financial Modeling;Problem Solving;Python;R;Tableau,yes
DEMO-0246,2026-Q1,chicago,Bachelor's (in progress),Mathematics / Statistics,cloud_engineer,AWS;Agile / Scrum;Cybersecurity;Deep Learning;Docker;Financial Modeling;GCP;Git;Linux;Networking;Python;System Design;Terraform,yes
DEMO-0247,2026-Q1,washington_dc,Master's (in progress),Mathematics / Statistics,web_developer,Git;JavaScript;NoSQL Databases;Problem Solving;REST APIs;React;System Design,yes
DEMO-0248,2025-Q3,chicago,Master's (in progress),Mathematics / Statistics,software_engineer,C++;CI/CD;Communication;Cybersecurity;Docker;Java;JavaScript;NLP;Python;R;REST APIs;Testing / QA Automation,yes
DEMO-0249,2026-Q1,dallas,Bachelor's (in progress),Mathematics / Statistics,data_analyst,Azure;Communication;Data Visualization;Excel;MLOps;NLP;Power BI;Problem Solving;SQL;Tableau,yes
DEMO-0250,2026-Q2,chicago,Bachelor's (in progress),Engineering,software_engineer,Agile / Scrum;CI/CD;Communication;Deep Learning;Docker;Git;HTML/CSS;Java;JavaScript;System Design;Terraform;Testing / QA Automation,yes
DEMO-0251,2025-Q4,chicago,Master's (in progress),Data Science / Analytics,security_analyst,AWS;Agile / Scrum;Airflow;Communication;Cybersecurity;JavaScript;Networking;Problem Solving;Python;Risk & Compliance,yes
DEMO-0252,2025-Q2,seattle,Master's (completed),Computer Science,data_engineer,Airflow;CI/CD;Docker;Kafka;Linux;NoSQL Databases;SQL;Spark,yes
DEMO-0253,2026-Q2,chicago,Bachelor's (in progress),Computer Science,data_analyst,Business Acumen;Communication;Data Modeling;Data Visualization;Excel;Python;Risk & Compliance;SQL;Stakeholder Management;Statistics,yes
DEMO-0254,2026-Q1,san_francisco,Bachelor's (completed),Information Systems,data_analyst,A/B Testing;Business Acumen;Communication;Data Visualization;Excel;Machine Learning;Power BI;Python;SQL;Stakeholder Management;Statistics;Terraform,yes
DEMO-0255,2025-Q4,seattle,Bachelor's (completed),Computer Science,software_engineer,Agile / Scrum;C++;CI/CD;Docker;Java;JavaScript;Linux;NoSQL Databases;Problem Solving;Python;SQL;Stakeholder Management,yes
DEMO-0256,2026-Q2,atlanta,Master's (in progress),Information Systems,data_engineer,AWS;Airflow;Azure;CI/CD;Data Modeling;ETL / Data Pipelines;Git;Python;Spark,yes
DEMO-0257,2025-Q3,new_york,Bachelor's (completed),Data Science / Analytics,data_analyst,Business Acumen;Communication;Data Visualization;Excel;Kubernetes;Linux;Problem Solving;Python;R;SQL;Statistics,yes
DEMO-0258,2025-Q3,austin,Master's (in progress),Other,data_scientist,A/B Testing;Business Acumen;Data Visualization;Deep Learning;Machine Learning;Problem Solving;Python;R;SQL;Statistics,yes
DEMO-0259,2025-Q4,san_francisco,Master's (in progress),Data Science / Analytics,web_developer,Agile / Scrum;Git;HTML/CSS;NoSQL Databases;Power BI;Problem Solving;REST APIs,yes
DEMO-0260,2025-Q3,austin,Master's (in progress),Computer Science,qa_engineer,CI/CD;Communication;Data Modeling;Docker;Java;JavaScript;NoSQL Databases;Problem Solving;Python;SQL;Testing / QA Automation,yes
DEMO-0261,2025-Q4,seattle,Bachelor's (completed),Mathematics / Statistics,devops_engineer,Business Acumen;Communication;Cybersecurity;Docker;Git;Linux;Networking;Problem Solving;Python;Tableau,yes
DEMO-0262,2025-Q4,seattle,Master's (in progress),Engineering,security_analyst,CI/CD;Communication;Cybersecurity;Excel;Linux;Networking;Problem Solving;R;Risk & Compliance;Stakeholder Management,yes
DEMO-0263,2026-Q2,atlanta,Master's (in progress),Computer Science,data_engineer,AWS;Airflow;Azure;Data Modeling;Deep Learning;Docker;ETL / Data Pipelines;Git;Java;Kafka,yes
DEMO-0264,2026-Q2,chicago,Bachelor's (in progress),Business / Finance,data_scientist,Communication;Data Visualization;Git;Machine Learning;NLP;Problem Solving;R;Statistics,yes
DEMO-0265,2026-Q2,chicago,Master's (in progress),Computer Science,software_engineer,Agile / Scrum;C++;Communication;Cybersecurity;Docker;Git;JavaScript;Linux;Problem Solving;REST APIs;Testing / QA Automation,yes
DEMO-0266,2026-Q2,chicago,Bachelor's (in progress),Mathematics / Statistics,data_engineer,AWS;Airflow;Azure;CI/CD;Communication;Data Modeling;Docker;Git;HTML/CSS;Java;Kafka;NoSQL Databases;R;SQL;Spark;Terraform,yes
DEMO-0267,2026-Q1,atlanta,Bachelor's (in progress),Information Systems,financial_analyst,CI/CD;Communication;Financial Modeling;JavaScript;Power BI;Python;Statistics;Terraform,yes
DEMO-0268,2025-Q3,atlanta,Bachelor's (completed),Computer Science,software_engineer,Airflow;C++;Communication;Docker;Java;Linux;Problem Solving;Project Management;Python;REST APIs;SQL;System Design,yes
DEMO-0269,2026-Q2,chicago,Bachelor's (completed),Other,data_scientist,A/B Testing;Business Acumen;Communication;Machine Learning;Problem Solving;Python;Risk & Compliance;SQL;Spark;Statistics,yes
DEMO-0270,2025-Q4,dallas,Master's (in progress),Computer Science,data_scientist,A/B Testing;Communication;HTML/CSS;Machine Learning;NLP;Problem Solving;Risk & Compliance;SQL;Spark;Statistics,yes
DEMO-0271,2025-Q1,san_francisco,Doctorate,Business / Finance,data_scientist,A/B Testing;Communication;Deep Learning;Financial Modeling;Machine Learning;NLP;R;React;Spark;Stakeholder Management,yes
DEMO-0272,2025-Q3,chicago,Master's (in progress),Engineering,cloud_engineer,AWS;Azure;CI/CD;GCP;Git;Kubernetes;Linux;Networking;Project Management;System Design;Terraform,yes
DEMO-0273,2025-Q4,chicago,Bachelor's (completed),Computer Science,data_analyst,A/B Testing;Business Acumen;C++;Docker;Excel;Power BI;Problem Solving;Python;SQL;Stakeholder Management;Statistics,yes
DEMO-0274,2026-Q2,chicago,Master's (completed),Computer Science,ml_engineer,AWS;CI/CD;Data Visualization;Deep Learning;Git;HTML/CSS;Kubernetes;MLOps;Machine Learning;Statistics;System Design;Testing / QA Automation,yes
DEMO-0275,2026-Q2,chicago,Bachelor's (completed),Computer Science,data_analyst,A/B Testing;Communication;Data Modeling;Data Visualization;Excel;Financial Modeling;Power BI;Problem Solving;SQL,yes
DEMO-0276,2025-Q1,austin,Master's (completed),Data Science / Analytics,data_analyst,C++;Data Visualization;Excel;Problem Solving;Python;SQL;Statistics;Tableau,yes
DEMO-0277,2026-Q1,new_york,Master's (in progress),Engineering,financial_analyst,Business Acumen;Communication;Data Visualization;Docker;Excel;Linux;NLP;Power BI;Risk & Compliance,yes
DEMO-0278,2025-Q3,washington_dc,Bachelor's (completed),Computer Science,software_engineer,AWS;C++;Communication;Git;Java;Linux;Power BI;Problem Solving;Python;REST APIs;System Design;Testing / QA Automation,yes
DEMO-0279,2026-Q1,washington_dc,Bachelor's (completed),Engineering,data_engineer,Data Modeling;Docker;ETL / Data Pipelines;GCP;Git;Linux;NoSQL Databases;Python;Risk & Compliance;SQL;Spark;Statistics;Terraform;Testing / QA Automation,yes
DEMO-0280,2026-Q2,seattle,Bachelor's (completed),Data Science / Analytics,project_manager,AWS;Agile / Scrum;Business Acumen;Communication;Data Visualization;Linux;Problem Solving;Project Management;Risk & Compliance;Stakeholder Management;Tableau,yes
DEMO-0281,2026-Q1,new_york,Master's (completed),Data Science / Analytics,cloud_engineer,AWS;Azure;CI/CD;Cybersecurity;Docker;Kubernetes;Linux;Networking;Terraform,yes
DEMO-0282,2025-Q1,chicago,Master's (in progress),Mathematics / Statistics,data_analyst,Airflow;Communication;Power BI;Problem Solving;Project Management;SQL;Statistics;Tableau,yes
DEMO-0283,2026-Q1,chicago,Bachelor's (in progress),Engineering,data_scientist,A/B Testing;AWS;Deep Learning;Excel;Git;Machine Learning;NLP;Problem Solving;SQL;Spark;Statistics,yes
